GENE ID	LOCUS TAG	PRODUCT NAME	SCAFFOLD ID	GENE SEQ LENGTH	READS COUNT	COVERAGE	 MEDIAN	READS COUNT ANTISENSE	COVERAGE ANTISENSE	MEDIAN ANTISENSE
3300055431 assembled Ga0505481_23621_2_526	null	hypothetical protein	Ga0505481_23621	525	38	3.95904506447379e-09	12	0	0	0
3300055431 assembled Ga0505481_00564_10_2505	null	Ca2+-binding EF-hand superfamily protein	Ga0505481_00564	2496	2690	5.8948648282548e-08	83	0	0	0
3300055431 assembled Ga0505481_25303_428_508	null	hypothetical protein	Ga0505481_25303	81	30	2.02582715287402e-08	30	0	0	0
3300055431 assembled Ga0505481_16610_1_189	null	hypothetical protein	Ga0505481_16610	189	49	1.41807900701181e-08	29	0	0	0
3300055431 assembled Ga0505481_26110_238_501	null	hypothetical protein	Ga0505481_26110	264	60	1.24312120744542e-08	30	0	0	0
3300055431 assembled Ga0505481_14948_71_550	null	hypothetical protein	Ga0505481_14948	480	94	1.07115610708214e-08	22	18	2.05114999228494e-09	0
3300055431 assembled Ga0505481_00938_971_2083	null	hypothetical protein	Ga0505481_00938	1113	3183	1.56425526815046e-07	388	0	0	0
3300055431 assembled Ga0505481_25422_121_471	null	hypothetical protein	Ga0505481_25422	351	118	1.83882772337795e-08	50	0	0	0
3300055431 assembled Ga0505481_05996_3_1103	null	digalactosyldiacylglycerol synthase	Ga0505481_05996	1101	201	9.98561667452069e-09	27	0	0	0
3300055431 assembled Ga0505481_23645_3_326	null	hypothetical protein	Ga0505481_23645	324	58	9.79149790555774e-09	17	0	0	0
3300055431 assembled Ga0505481_16158_395_649	null	hypothetical protein	Ga0505481_16158	255	30	6.43498036795276e-09	15	0	0	0
3300055431 assembled Ga0505481_26025_87_500	null	FKBP12-rapamycin complex-associated protein	Ga0505481_26025	414	36	4.75628983718247e-09	12	0	0	0
3300055431 assembled Ga0505481_01838_72_1697	null	pyruvate kinase	Ga0505481_01838	1626	1344	4.52110797807456e-08	83.5	0	0	0
3300055431 assembled Ga0505481_10146_718_825	null	hypothetical protein	Ga0505481_10146	108	41	2.07647283169587e-08	20	0	0	0
3300055431 assembled Ga0505481_08589_3_887	null	hypothetical protein	Ga0505481_08589	885	124	7.66380712748272e-09	16	0	0	0
3300055431 assembled Ga0505481_23189_1_444	null	gas vesicle protein	Ga0505481_23189	444	239	2.94429338231892e-08	66	0	0	0
3300055431 assembled Ga0505481_17148_14_406	null	large subunit ribosomal protein L15e	Ga0505481_17148	393	111	1.54488650818408e-08	40	0	0	0
3300055431 assembled Ga0505481_08411_207_932	null	ATP-dependent 26S proteasome regulatory subunit	Ga0505481_08411	726	131	9.86962898032423e-09	22	0	0	0
3300055431 assembled Ga0505481_08106_491_907	null	hypothetical protein	Ga0505481_08106	417	40	5.24674658298306e-09	10	104	1.3641541115756e-08	23
3300055431 assembled Ga0505481_23905_156_524	null	hypothetical protein	Ga0505481_23905	369	49	7.26333149932879e-09	19	0	0	0
3300055431 assembled Ga0505481_07194_205_984	null	small subunit ribosomal protein S4e	Ga0505481_07194	780	1151	8.07136287562382e-08	150.5	0	0	0
3300055431 assembled Ga0505481_05619_991_1080	null	hypothetical protein	Ga0505481_05619	90	12	7.29297775034646e-09	12	0	0	0
3300055431 assembled Ga0505481_05315_791_1087	null	hypothetical protein	Ga0505481_05315	297	1389	2.55806719576546e-07	256	0	0	0
3300055431 assembled Ga0505481_02969_252_953	null	dienelactone hydrolase	Ga0505481_02969	702	289	2.25178479684843e-08	60	0	0	0
3300055431 assembled Ga0505481_01755_114_1505	null	hypothetical protein	Ga0505481_01755	1392	955	3.75258284029142e-08	87	0	0	0
3300055431 assembled Ga0505481_01620_665_1876	null	predicted unusual protein kinase regulating ubiquinone biosynthesis (AarF/ABC1/UbiB family)	Ga0505481_01620	1212	170	7.67206817796348e-09	22	0	0	0
3300055431 assembled Ga0505481_19217_1_96	null	hypothetical protein	Ga0505481_19217	96	19	1.08255138481705e-08	2	0	0	0
3300055431 assembled Ga0505481_00066_23_2272	null	spermidine synthase	Ga0505481_00066	2250	47944	1.1655150842087e-06	1777	4	9.72397033379528e-11	0
3300055431 assembled Ga0505481_08065_100_936	null	sn1-specific diacylglycerol lipase	Ga0505481_08065	837	277	1.81017458498743e-08	44	0	0	0
3300055431 assembled Ga0505481_21466_111_440	null	20S proteasome subunit beta 2	Ga0505481_21466	330	38	6.29848078439012e-09	7	0	0	0
3300055431 assembled Ga0505481_20005_2_559	null	superfamily II helicase	Ga0505481_20005	558	162	1.58798709080124e-08	42	0	0	0
3300055431 assembled Ga0505481_19128_306_515	null	ubiquinol-cytochrome c reductase subunit 6	Ga0505481_19128	210	102	2.65672760905478e-08	22.5	0	0	0
3300055431 assembled Ga0505481_03470_662_898	null	hypothetical protein	Ga0505481_03470	237	168	3.87727931031077e-08	54	0	0	0
3300055431 assembled Ga0505481_03466_93_1403	null	isocitrate dehydrogenase	Ga0505481_03466	1311	850	3.54635645754833e-08	91	4	1.66887362708157e-10	0
3300055431 assembled Ga0505481_14042_4_702	null	type II restriction/modification system DNA methylase subunit YeeA	Ga0505481_14042	699	125	9.78135427889814e-09	22	0	0	0
3300055431 assembled Ga0505481_18119_1_189	null	hypothetical protein	Ga0505481_18119	189	27	7.81390473251406e-09	10	0	0	0
3300055431 assembled Ga0505481_09210_108_887	null	hypothetical protein	Ga0505481_09210	780	274	1.92141913807205e-08	48	0	0	0
3300055431 assembled Ga0505481_10928_3_809	null	hypothetical protein	Ga0505481_10928	807	102	6.91341757003103e-09	20	0	0	0
3300055431 assembled Ga0505481_07405_1_996	null	hypothetical protein	Ga0505481_07405	996	110	6.04087012453396e-09	13	0	0	0
3300055431 assembled Ga0505481_22896_148_534	null	large subunit ribosomal protein L32e	Ga0505481_22896	387	193	2.72779981747455e-08	70	0	0	0
3300055431 assembled Ga0505481_06968_2_658	null	hypothetical protein	Ga0505481_06968	657	1005	8.36694365193857e-08	231	0	0	0
3300055431 assembled Ga0505481_10328_109_774	null	tRNA(Arg) A34 adenosine deaminase TadA	Ga0505481_10328	666	174	1.42902942405437e-08	26	0	0	0
3300055431 assembled Ga0505481_25556_13_507	null	chromosome segregation ATPase	Ga0505481_25556	495	72	7.95597572765068e-09	16	0	0	0
3300055431 assembled Ga0505481_22672_443_538	null	hypothetical protein	Ga0505481_22672	96	23	1.31045693951538e-08	23	0	0	0
3300055431 assembled Ga0505481_03492_77_193	null	elongation factor 1-alpha	Ga0505481_03492	117	128	5.98398174387402e-08	93	0	0	0
3300055431 assembled Ga0505481_16651_2_82	null	hypothetical protein	Ga0505481_16651	81	22	1.48560657877428e-08	17	0	0	0
3300055431 assembled Ga0505481_02276_3_365	null	hypothetical protein	Ga0505481_02276	363	78	1.17531459613021e-08	14	0	0	0
3300055431 assembled Ga0505481_25166_1_207	null	ubiquinol-cytochrome c reductase cytochrome c1 subunit	Ga0505481_25166	207	54	1.42688695115474e-08	28	0	0	0
3300055431 assembled Ga0505481_15103_22_603	null	small GTP-binding protein	Ga0505481_15103	582	338	3.17658051497049e-08	86	0	0	0
3300055431 assembled Ga0505481_20390_214_573	null	RNA recognition motif-containing protein	Ga0505481_20390	360	49	7.44491478681201e-09	6	0	0	0
3300055431 assembled Ga0505481_12193_293_733	null	large subunit ribosomal protein L23Ae	Ga0505481_12193	441	921	1.14231845375325e-07	265	2	2.48060467698859e-10	0
3300055431 assembled Ga0505481_07575_135_905	null	hypothetical protein	Ga0505481_07575	771	292	2.07154620924238e-08	49	0	0	0
3300055431 assembled Ga0505481_19696_1_582	null	cell division protein FtsZ	Ga0505481_19696	582	85	7.98844212344651e-09	20	6	5.63890032243283e-10	0
3300055431 assembled Ga0505481_23843_73_525	null	solute carrier family 35 protein F5	Ga0505481_23843	453	54	6.52021189600511e-09	18	0	0	0
3300055431 assembled Ga0505481_03161_178_1395	null	small subunit ribosomal protein S1	Ga0505481_03161	1218	299	1.34273420403546e-08	23	0	0	0
3300055431 assembled Ga0505481_17578_13_285	null	hypothetical protein	Ga0505481_17578	273	39	7.81390473251406e-09	19	0	0	0
3300055431 assembled Ga0505481_13087_1_732	null	predicted regulator of Ras-like GTPase activity (Roadblock/LC7/MglB family)	Ga0505481_13087	732	115	8.59316025911724e-09	22	0	0	0
3300055431 assembled Ga0505481_05947_64_1104	null	glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating)	Ga0505481_05947	1041	6076	3.19251677313437e-07	932	0	0	0
3300055431 assembled Ga0505481_16403_320_631	null	tubulin beta	Ga0505481_16403	312	108	1.89336922364764e-08	51	0	0	0
3300055431 assembled Ga0505481_10096_2_844	null	ATP-dependent RNA helicase UAP56/SUB2	Ga0505481_10096	843	229	1.48584689041756e-08	40	0	0	0
3300055431 assembled Ga0505481_16183_8_649	null	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	Ga0505481_16183	642	76	6.47507370357863e-09	16	0	0	0
3300055431 assembled Ga0505481_22850_2_538	null	elongation factor 1-alpha	Ga0505481_22850	537	72	7.33372064280649e-09	14	0	0	0
3300055431 assembled Ga0505481_12318_3_734	null	hypothetical protein	Ga0505481_12318	732	125	9.340391585997e-09	22.5	0	0	0
3300055431 assembled Ga0505481_20028_3_578	null	hypothetical protein	Ga0505481_20028	576	141	1.33894513385267e-08	38	0	0	0
3300055431 assembled Ga0505481_11876_1_699	null	translation initiation factor 4A	Ga0505481_11876	699	160	1.25201334769896e-08	19	0	0	0
3300055431 assembled Ga0505481_16004_3_614	null	pre-mRNA cleavage complex 2 protein Pcf11	Ga0505481_16004	612	50	4.46873636663386e-09	9	0	0	0
3300055431 assembled Ga0505481_00508_1662_1874	null	hypothetical protein	Ga0505481_00508	213	191	4.9047843320992e-08	67	0	0	0
3300055431 assembled Ga0505481_22922_42_512	null	small subunit ribosomal protein S18e	Ga0505481_22922	471	24	2.78712525490947e-09	8	0	0	0
3300055431 assembled Ga0505481_23938_78_251	null	hypothetical protein	Ga0505481_23938	174	63	1.98042068220615e-08	40	0	0	0
3300055431 assembled Ga0505481_03551_583_1311	null	dolichol kinase	Ga0505481_03551	729	744	5.58227926569729e-08	135	0	0	0
3300055431 assembled Ga0505481_21495_2_520	null	solute carrier family 25 2-oxodicarboxylate transporter 21	Ga0505481_21495	519	50	5.26949259418097e-09	14	0	0	0
3300055431 assembled Ga0505481_16627_1_639	null	hypothetical protein	Ga0505481_16627	639	49	4.19431818975324e-09	7	0	0	0
3300055431 assembled Ga0505481_01385_1263_1784	null	hypothetical protein	Ga0505481_01385	522	1667	1.74675199853844e-07	385.5	0	0	0
3300055431 assembled Ga0505481_15233_3_605	null	hypothetical protein	Ga0505481_15233	603	144	1.30620497021131e-08	34	0	0	0
3300055431 assembled Ga0505481_11148_9_608	null	protein SCO1/2	Ga0505481_11148	600	107	9.75435774108839e-09	22	0	0	0
3300055431 assembled Ga0505481_25230_1_384	null	cytochrome c oxidase subunit 6b	Ga0505481_25230	384	1043	1.48565933468972e-07	383	0	0	0
3300055431 assembled Ga0505481_05743_81_182	null	hypothetical protein	Ga0505481_05743	102	63	3.3783646931752e-08	35	0	0	0
3300055431 assembled Ga0505481_20922_216_563	null	quinol monooxygenase YgiN	Ga0505481_20922	348	34	5.34399231706421e-09	12	0	0	0
3300055431 assembled Ga0505481_13290_114_611	null	large subunit ribosomal protein L12e	Ga0505481_13290	498	640	7.02937614491225e-08	161	0	0	0
3300055431 assembled Ga0505481_14925_289_546	null	hypothetical protein	Ga0505481_14925	258	89	1.88684598773498e-08	32	0	0	0
3300055431 assembled Ga0505481_10804_311_652	null	ElaB/YqjD/DUF883 family membrane-anchored ribosome-binding protein	Ga0505481_10804	342	138	2.20708537181538e-08	41	0	0	0
3300055431 assembled Ga0505481_24373_44_313	null	hypothetical protein	Ga0505481_24373	270	42	8.50847404207087e-09	17	23	4.65940245161024e-09	11
3300055431 assembled Ga0505481_01053_299_2086	null	ATP-dependent RNA helicase DBP3	Ga0505481_01053	1788	1234	3.77497254359376e-08	69	0	0	0
3300055431 assembled Ga0505481_01786_99_953	null	cysteine synthase A	Ga0505481_01786	855	754	4.82360107347476e-08	115	41	2.6229130505632e-09	0
3300055431 assembled Ga0505481_02559_622_1557	null	isocitrate lyase	Ga0505481_02559	936	745	4.35358046795522e-08	72	0	0	0
3300055431 assembled Ga0505481_09199_237_422	null	hypothetical protein	Ga0505481_09199	186	3787	1.11364946534524e-06	1944.5	0	0	0
3300055431 assembled Ga0505481_12193_148_273	null	hypothetical protein	Ga0505481_12193	126	204	8.85575869684927e-08	102	0	0	0
3300055431 assembled Ga0505481_10492_218_742	null	nicotinamidase-related amidase	Ga0505481_10492	525	645	6.71995806996209e-08	128	28	2.91719110013858e-09	0
3300055431 assembled Ga0505481_18990_402_500	null	hypothetical protein	Ga0505481_18990	99	70	3.8674882009413e-08	53	0	0	0
3300055431 assembled Ga0505481_02863_65_1030	null	hypothetical protein	Ga0505481_02863	966	685	3.87864111722618e-08	66	0	0	0
3300055431 assembled Ga0505481_03651_957_1271	null	hypothetical protein	Ga0505481_03651	315	241	4.18478009007975e-08	73	0	0	0
3300055431 assembled Ga0505481_25314_12_509	null	chromosome segregation ATPase	Ga0505481_25314	498	27	2.96551806113485e-09	6	0	0	0
3300055431 assembled Ga0505481_03557_899_1132	null	hypothetical protein	Ga0505481_03557	234	60	1.40249572122047e-08	18	0	0	0
3300055431 assembled Ga0505481_03694_535_1203	null	hypothetical protein	Ga0505481_03694	669	487	3.98170422020036e-08	54	0	0	0
3300055431 assembled Ga0505481_15877_291_638	null	uncharacterized protein YoxC	Ga0505481_15877	348	60	9.43057467717214e-09	23	0	0	0
3300055431 assembled Ga0505481_18160_125_604	null	hypothetical protein	Ga0505481_18160	480	79	9.00226941058391e-09	19	0	0	0
3300055431 assembled Ga0505481_14480_3_677	null	ATP-binding cassette subfamily F protein 2	Ga0505481_14480	675	117	9.4808710754504e-09	25	0	0	0
3300055431 assembled Ga0505481_07733_3_803	null	ornithine decarboxylase	Ga0505481_07733	801	172	1.1745245066101e-08	26	0	0	0
3300055431 assembled Ga0505481_08695_3_917	null	serine/threonine-protein phosphatase 4 catalytic subunit	Ga0505481_08695	915	121	7.23319924419608e-09	18	30	1.79335518451142e-09	0
3300055431 assembled Ga0505481_24747_3_152	null	hypothetical protein	Ga0505481_24747	150	13	4.7404355377252e-09	6	0	0	0
3300055431 assembled Ga0505481_24658_3_515	null	hypothetical protein	Ga0505481_24658	513	31	3.30529693363655e-09	8	0	0	0
3300055431 assembled Ga0505481_10746_1_735	null	alcohol dehydrogenase	Ga0505481_10746	735	64	4.76276097981809e-09	7	0	0	0
3300055431 assembled Ga0505481_12722_62_370	null	hypothetical protein	Ga0505481_12722	309	60	1.06208413839997e-08	22	0	0	0
3300055431 assembled Ga0505481_07978_235_894	null	hypothetical protein	Ga0505481_07978	660	138	1.14367151084979e-08	23	0	0	0
3300055431 assembled Ga0505481_06766_304_915	null	large subunit ribosomal protein L10e	Ga0505481_06766	612	510	4.55811109396654e-08	97	0	0	0
3300055431 assembled Ga0505481_17346_45_509	null	hypothetical protein	Ga0505481_17346	465	498	5.8579079349557e-08	135	0	0	0
3300055431 assembled Ga0505481_15603_67_504	null	small subunit ribosomal protein S16e	Ga0505481_15603	438	721	9.0038304075339e-08	206.5	0	0	0
3300055431 assembled Ga0505481_25741_3_290	null	hypothetical protein	Ga0505481_25741	288	56	1.06355925525886e-08	29	0	0	0
3300055431 assembled Ga0505481_23078_46_534	null	hypothetical protein	Ga0505481_23078	489	116	1.29752364883465e-08	32	0	0	0
3300055431 assembled Ga0505481_10052_59_667	null	hypothetical protein	Ga0505481_10052	609	1311	1.17747460969264e-07	188	0	0	0
3300055431 assembled Ga0505481_12721_2_322	null	hypothetical protein	Ga0505481_12721	321	24	4.08952023383913e-09	7	0	0	0
3300055431 assembled Ga0505481_22220_2_544	null	mono-ADP-ribosyltransferase sirtuin 6	Ga0505481_22220	543	62	6.24536768676078e-09	15	0	0	0
3300055431 assembled Ga0505481_06931_341_1006	null	hypothetical protein	Ga0505481_06931	666	582	4.77985703907842e-08	134	0	0	0
3300055431 assembled Ga0505481_05864_114_1112	null	hypothetical protein	Ga0505481_05864	999	290	1.58781047117153e-08	36	0	0	0
3300055431 assembled Ga0505481_07555_13_840	null	GTP-binding protein YchF	Ga0505481_07555	828	216	1.42688695115474e-08	36	0	0	0
3300055431 assembled Ga0505481_15485_56_634	null	small subunit ribosomal protein S9e	Ga0505481_15485	579	344	3.24972065559479e-08	77	0	0	0
3300055431 assembled Ga0505481_03080_1005_1463	null	Leucine-rich repeat (LRR) protein	Ga0505481_03080	459	82	9.77163685503937e-09	26	0	0	0
3300055431 assembled Ga0505481_14546_297_578	null	hypothetical protein	Ga0505481_14546	282	227	4.40294135459746e-08	76	0	0	0
3300055431 assembled Ga0505481_15400_46_531	null	O-methyltransferase involved in polyketide biosynthesis	Ga0505481_15400	486	105	1.18173250584318e-08	27	0	0	0
3300055431 assembled Ga0505481_24633_48_515	null	methylisocitrate lyase	Ga0505481_24633	468	65	7.59685182327756e-09	17	0	0	0
3300055431 assembled Ga0505481_16047_3_653	null	tubulin beta	Ga0505481_16047	651	96	8.06596617549839e-09	13	0	0	0
3300055431 assembled Ga0505481_23569_123_527	null	hypothetical protein	Ga0505481_23569	405	54	7.29297775034646e-09	16	0	0	0
3300055431 assembled Ga0505481_11372_70_792	null	hypothetical protein	Ga0505481_11372	723	86	6.50618347022609e-09	16	0	0	0
3300055431 assembled Ga0505481_09609_1_771	null	L1 cell adhesion molecule like protein	Ga0505481_09609	771	264	1.87290479191777e-08	47	0	0	0
3300055431 assembled Ga0505481_17739_1_600	null	putative transposase	Ga0505481_17739	600	165	1.50417666100896e-08	34	12	1.09394666255197e-09	0
3300055431 assembled Ga0505481_20046_91_489	null	hypothetical protein	Ga0505481_20046	399	47	6.44304425312563e-09	14	0	0	0
3300055431 assembled Ga0505481_25022_1_513	null	hypothetical protein	Ga0505481_25022	513	107	1.14086055451326e-08	34	0	0	0
3300055431 assembled Ga0505481_17126_502_630	null	hypothetical protein	Ga0505481_17126	129	27	1.14482790267066e-08	20	0	0	0
3300055431 assembled Ga0505481_03351_487_1392	null	hypothetical protein	Ga0505481_03351	906	385	2.32433479626108e-08	61	22	1.32819131214919e-09	0
3300055431 assembled Ga0505481_03457_513_1403	null	translation initiation factor 4A	Ga0505481_03457	891	514	3.15537926235529e-08	78	0	0	0
3300055431 assembled Ga0505481_25249_391_510	null	hypothetical protein	Ga0505481_25249	120	30	1.36743332818996e-08	25	0	0	0
3300055431 assembled Ga0505481_12339_1_300	null	hypothetical protein	Ga0505481_12339	300	70	1.27627110631063e-08	31	0	0	0
3300055431 assembled Ga0505481_01153_134_2005	null	hypothetical protein	Ga0505481_01153	1872	20706	6.05001591741481e-07	982	34	9.93434469197835e-10	0
3300055431 assembled Ga0505481_16950_64_633	null	hypothetical protein	Ga0505481_16950	570	153	1.46819157342501e-08	34	0	0	0
3300055431 assembled Ga0505481_25382_101_454	null	hypothetical protein	Ga0505481_25382	354	84	1.29790281997691e-08	26	0	0	0
3300055431 assembled Ga0505481_01210_199_792	null	hypothetical protein	Ga0505481_01210	594	10532	9.69818707912234e-07	1837	6	5.52498314420186e-10	0
3300055431 assembled Ga0505481_14934_1_663	null	small subunit ribosomal protein S6e	Ga0505481_14934	663	198	1.63349501648032e-08	43	0	0	0
3300055431 assembled Ga0505481_22538_17_334	null	tubulin alpha	Ga0505481_22538	318	77	1.32443228013367e-08	14	2	3.44008384450305e-10	0
3300055431 assembled Ga0505481_08068_322_954	null	small subunit ribosomal protein S6e	Ga0505481_08068	633	87	7.51764294170784e-09	13	0	0	0
3300055431 assembled Ga0505481_04897_221_1081	null	hypothetical protein	Ga0505481_04897	861	219	1.39125620847202e-08	29	0	0	0
3300055431 assembled Ga0505481_04725_154_1224	null	predicted phosphoribosyltransferase	Ga0505481_04725	1071	207	1.05717534616367e-08	24	0	0	0
3300055431 assembled Ga0505481_24097_3_188	null	hypothetical protein	Ga0505481_24097	186	42	1.23510107062319e-08	26	0	0	0
3300055431 assembled Ga0505481_22140_1_522	null	C1A family cysteine protease	Ga0505481_22140	522	76	7.96359639405648e-09	21	0	0	0
3300055431 assembled Ga0505481_01149_1294_1575	null	hypothetical protein	Ga0505481_01149	282	39	7.56452479424234e-09	23	0	0	0
3300055431 assembled Ga0505481_11685_695_781	null	hypothetical protein	Ga0505481_11685	87	175	1.10023371233675e-07	90	0	0	0
3300055431 assembled Ga0505481_09628_29_517	null	acetyltransferase	Ga0505481_09628	489	42	4.69793045267717e-09	13	57	6.37576275720472e-09	11
3300055431 assembled Ga0505481_22455_191_409	null	translation initiation factor IF-1	Ga0505481_22455	219	141	3.52160911917415e-08	78	0	0	0
3300055431 assembled Ga0505481_04302_13_1131	null	hypothetical protein	Ga0505481_04302	1119	995	4.86361451849512e-08	97	0	0	0
3300055431 assembled Ga0505481_07479_364_522	null	hypothetical protein	Ga0505481_07479	159	3896	1.34025666581839e-06	2126	0	0	0
3300055431 assembled Ga0505481_22337_1_534	null	actin-related protein	Ga0505481_22337	534	154	1.57741372690078e-08	40	0	0	0
3300055431 assembled Ga0505481_06748_2_562	null	cathepsin B	Ga0505481_06748	561	199	1.9402440806403e-08	49	0	0	0
3300055431 assembled Ga0505481_12199_464_676	null	hypothetical protein	Ga0505481_12199	213	40	1.02717996483753e-08	10	0	0	0
3300055431 assembled Ga0505481_01979_3_209	null	hypothetical protein	Ga0505481_01979	207	47	1.2419201241532e-08	19	0	0	0
3300055431 assembled Ga0505481_07563_6_986	null	zinc finger-like protein	Ga0505481_07563	981	196	1.09283152833938e-08	30	0	0	0
3300055431 assembled Ga0505481_20377_60_527	null	hypothetical protein	Ga0505481_20377	468	914	1.06823424099626e-07	246	0	0	0
3300055431 assembled Ga0505481_01921_1_1722	null	hypothetical protein	Ga0505481_01921	1722	354	1.124439949313e-08	30	0	0	0
3300055431 assembled Ga0505481_00341_422_2599	null	hypothetical protein	Ga0505481_00341	2178	1905	4.78413313168388e-08	57	21	5.27384754673814e-10	0
3300055431 assembled Ga0505481_04500_820_1056	null	acyl carrier protein	Ga0505481_04500	237	370	8.53924610008921e-08	203	0	0	0
3300055431 assembled Ga0505481_22175_370_546	null	hypothetical protein	Ga0505481_22175	177	133	4.11002559659355e-08	52	0	0	0
3300055431 assembled Ga0505481_23431_2_529	null	hypothetical protein	Ga0505481_23431	528	57	5.90482573536574e-09	12	0	0	0
3300055431 assembled Ga0505481_10071_2_820	null	hypothetical protein	Ga0505481_10071	819	169	1.12867512802981e-08	30	0	0	0
3300055431 assembled Ga0505481_22967_1_141	null	ABC-type Mn2+/Zn2+ transport system permease subunit	Ga0505481_22967	141	6	2.3275460905361e-09	5	0	0	0
3300055431 assembled Ga0505481_04691_148_1212	null	tryptophanyl-tRNA synthetase	Ga0505481_04691	1065	204	1.04772356413428e-08	23	0	0	0
3300055431 assembled Ga0505481_04449_369_1067	null	hypothetical protein	Ga0505481_04449	699	112	8.76409343389274e-09	19	0	0	0
3300055431 assembled Ga0505481_23186_3_440	null	isopenicillin-N epimerase	Ga0505481_23186	438	75	9.36598169993124e-09	20	0	0	0
3300055431 assembled Ga0505481_08261_73_765	null	hypothetical protein	Ga0505481_08261	693	328	2.58884924471173e-08	51	0	0	0
3300055431 assembled Ga0505481_07969_1_924	null	acetyl-CoA C-acetyltransferase	Ga0505481_07969	924	163	9.64898841969539e-09	26	0	0	0
3300055431 assembled Ga0505481_09160_12_890	null	hypothetical protein	Ga0505481_09160	879	126	7.84057334934858e-09	21	0	0	0
3300055431 assembled Ga0505481_19649_30_584	null	small subunit ribosomal protein S6e	Ga0505481_19649	555	40	3.94215013532241e-09	10	0	0	0
3300055431 assembled Ga0505481_17055_113_631	null	cytochrome c heme-lyase	Ga0505481_17055	519	70	7.37728963185335e-09	14	0	0	0
3300055431 assembled Ga0505481_02920_1104_1400	null	hypothetical protein	Ga0505481_02920	297	34	6.26164756342878e-09	14	21	3.8674882009413e-09	7
3300055431 assembled Ga0505481_03958_1128_1325	null	hypothetical protein	Ga0505481_03958	198	46	1.27074612316643e-08	12	0	0	0
3300055431 assembled Ga0505481_15619_1_114	null	hypothetical protein	Ga0505481_15619	114	15	7.19701751678927e-09	3	0	0	0
3300055431 assembled Ga0505481_24709_1_495	null	alpha-tubulin suppressor-like RCC1 family protein	Ga0505481_24709	495	56	6.18798112150609e-09	16	0	0	0
3300055431 assembled Ga0505481_14142_3_701	null	hypothetical protein	Ga0505481_14142	699	59	4.61679921963993e-09	13	0	0	0
3300055431 assembled Ga0505481_14183_57_587	null	translation initiation factor 1A	Ga0505481_14183	531	92	9.47675074903777e-09	26	0	0	0
3300055431 assembled Ga0505481_22165_246_503	null	hypothetical protein	Ga0505481_22165	258	59	1.25083048625128e-08	31	0	0	0
3300055431 assembled Ga0505481_10619_56_550	null	hypothetical protein	Ga0505481_10619	495	65	7.18247808746242e-09	14	0	0	0
3300055431 assembled Ga0505481_00208_1354_2037	null	hypothetical protein	Ga0505481_00208	684	161	1.2874664668923e-08	23	0	0	0
3300055431 assembled Ga0505481_20956_2_313	null	hypothetical protein	Ga0505481_20956	312	38	6.66185467579724e-09	12	0	0	0
3300055431 assembled Ga0505481_14690_377_688	null	3-deoxy-7-phosphoheptulonate synthase	Ga0505481_14690	312	58	1.01680939788484e-08	26	0	0	0
3300055431 assembled Ga0505481_24711_1_516	null	long-chain acyl-CoA synthetase	Ga0505481_24711	516	71	7.52618343422381e-09	23	0	0	0
3300055431 assembled Ga0505481_23833_1_525	null	hypothetical protein	Ga0505481_23833	525	43	4.4799720466414e-09	10	0	0	0
3300055431 assembled Ga0505481_23467_2_193	null	hypothetical protein	Ga0505481_23467	192	1380	3.93137081854614e-07	642.5	0	0	0
3300055431 assembled Ga0505481_24837_32_514	null	tubulin beta	Ga0505481_24837	483	189	2.14033042673211e-08	67	0	0	0
3300055431 assembled Ga0505481_13779_27_710	null	cathepsin B	Ga0505481_13779	684	109	8.71638788144478e-09	22	0	0	0
3300055431 assembled Ga0505481_22760_3_326	null	DMSO reductase anchor subunit	Ga0505481_22760	324	34	5.73984359980971e-09	12	62	1.04667736231824e-08	22
3300055431 assembled Ga0505481_03728_2_952	null	uncharacterized membrane protein YdjX (TVP38/TMEM64 family)	Ga0505481_03728	951	135	7.76460564902817e-09	15	0	0	0
3300055431 assembled Ga0505481_07738_41_664	null	hypothetical protein	Ga0505481_07738	624	509	4.46168951313263e-08	100	0	0	0
3300055431 assembled Ga0505481_12096_3_749	null	serpin B	Ga0505481_12096	747	140	1.02511735446637e-08	26	0	0	0
3300055431 assembled Ga0505481_00344_454_885	null	hypothetical protein	Ga0505481_00344	432	22	2.78551233520177e-09	0	164	2.07647283169587e-08	37
3300055431 assembled Ga0505481_12477_1_741	null	elongation factor 2	Ga0505481_12477	741	93	6.86484747755284e-09	17	0	0	0
3300055431 assembled Ga0505481_17853_1_579	null	large subunit ribosomal protein L7Ae	Ga0505481_17853	579	68	6.42386641222227e-09	9	0	0	0
3300055431 assembled Ga0505481_13556_72_575	null	L-amino acid N-acyltransferase YncA	Ga0505481_13556	504	140	1.51937036465551e-08	33	0	0	0
3300055431 assembled Ga0505481_18509_105_560	null	small subunit ribosomal protein S17e	Ga0505481_18509	456	467	5.60167863390098e-08	128	0	0	0
3300055431 assembled Ga0505481_04311_2_1273	null	hypothetical protein	Ga0505481_04311	1272	183	7.86919179430072e-09	21	0	0	0
3300055431 assembled Ga0505481_19428_3_581	null	hypothetical protein	Ga0505481_19428	579	36	3.40087045352944e-09	6	0	0	0
3300055431 assembled Ga0505481_06584_927_1055	null	hypothetical protein	Ga0505481_06584	129	60	2.54406200593481e-08	33	0	0	0
